Company Name	Ticker	Reporting Currency	Sector	DPS_FY1	DPS_FY2	DPS_FY3	EBITDA_FY1	EBITDA_FY2	EBITDA_FY3	EPS	Market_cap_million	Share Price	3yr TSR	EV/EBITDA	Sales_FY1	Sales_FY2	Sales_FY3	Net_Debt_FY1	Net_Debt_FY2	Net_Debt_FY3
Nordaviaa Holdings	NORD	ESD	Consumer Discretionary	2.515244879	2.004193089	3.892795828	554.1917693	284.0845114	1016.898193	7.9689834	 20,684 	102.6993278	3.667317963	13.23296856	5891.726245	4890.59583	4957.158468	2397.959437	3315.124301	2170.97639
Gangesheng Corp	GANGU	ESD	Financials	0.423496456	0.332306242	0.687501394	#N/A	#N/A	#N/A	0.676255644	 14,297 	12.85597467	4.78654591	#N/A	7611.813686	4053.492215	6039.507221	#N/A	#N/A	#N/A
Silveroakum AG	SILVL	ESD	Health Care	2.505706738	2.931225833	1.419073689	15449.20687	13685.18738	16208.91456	36.37283052	 50,039 	301.0476175	0.951132041	7.81396778	77144.06327	68068.67758	59100.5589	29379.44289	22906.03189	48769.71966
Danvikora SA	DANVA	ESD	Consumer Discretionary	11.26664914	1.670214878	5.724961496	19558.97918	24345.99391	5870.312349	19.31484099	 526,645 	405.8068309	0.176154769	21.45043671	171531.1169	129647.6418	145530.1551	70275.45027	30864.34624	29483.37301
Sapphrae Global	SAPPM	ESD	Financials	2.86631583	0.870020757	2.273960559	#N/A	2224.784504	5768.846029	12.55808349	 27,538 	88.49531805	1.557672735	#N/A	23531.58618	24544.19511	12537.62833	3717.808171	#N/A	6578.545002
Crestaleus Bridge AG	CRESL	ESD	Industrials	7.860367208	7.872609226	3.969746866	474.782682	1077.616347	1143.585047	10.8732034	 17,277 	311.8603256	-0.085229713	10.66128826	17786.56768	3904.0662	7033.446426	1828.173425	2193.53995	1669.192258
Rheinex Partners	RHEIJ	ESD	Consumer Discretionary	0.245017857	0.502332064	0.401491401	3546.332524	2630.887928	2307.350148	9.077684973	 74,709 	28.18902258	0.944208438	22.24797958	11317.37664	10331.89446	7318.190475	7076.662299	7909.659214	10026.94013
Kronweus Partners	KRONS	ESD	Health Care	0	0	0	1824.405733	1639.256304	1583.50791	2.984188656	 17,255 	41.10810023	2.363832716	13.0987216	5736.964899	2050.926749	4041.072303	94.61972344	-12.28084813	70.99135419
Valeronos Ltd	VALEK	ESD	Industrials	6.444309873	3.635802856	2.860190603	11272.9713	12175.49347	11585.11723	11.02882552	 33,332 	230.8702884	0.841505457	17.83290814	53077.53363	31965.87902	26555.25952	14218.67226	7012.59893	4349.203077
Hanyang Group	HANY	ESD	Financials	0	0	0	492.2047796	541.6646259	-118.4873103	3.155477822	 63,236 	130.3358602	1.673483785	36.87681975	1960.424019	1974.755575	761.1839632	2760.372396	-3965.540409	-1471.439637
Suzhouara River Capital	SUZHY	ESD	Information Technology	0.554160077	0.477330357	0.233719471	1777.114141	6302.8294	7303.987275	1.926565722	 46,171 	17.81436188	1.469317264	3.39428062	28833.40561	18748.18853	44168.94693	4377.318771	9666.720404	12100.38882
Kronweus Crest Group	KRONW	ESD	Information Technology	0.902710023	0.971000975	1.726318826	4686.067831	3923.076602	5724.85416	5.766982176	 7,975 	17.22257686	3.437472181	7.080092467	80636.57673	47759.3196	56917.43786	3648.592143	5926.756908	11584.97861
Valeronor Polaris AG	VALEP	ESD	Consumer Staples	0.883743598	1.026987122	1.112598426	1521.949673	450.6616389	1097.221852	1.63101658	 14,957 	34.60317864	0.233886128	12.2118403	21423.3021	4667.900507	12033.76737	3171.506777	1611.222692	2188.14197
Hanhiro Nova Industries	HANH	ESD	Health Care	0	0	0	1122.011827	1551.151828	1965.317838	3.964387046	 12,057 	89.31404103	0.539272498	19.63464813	6686.198857	17301.38994	11778.1132	977.4397299	903.814144	852.3520022
Solenta Systems	SOLE	ESD	Real Estate	0.375597581	1.163726289	0.34583887	1085.553568	1379.718833	1650.737986	1.817002517	 18,577 	21.50150002	2.640935866	6.25921697	2926.842793	2711.616707	2766.194709	3773.406273	2211.552714	3943.912324
Mekongkari Global	MEKOQ	ESD	Consumer Staples	3.291372064	3.909105454	2.713814278	3212.32444	2705.945877	2623.129623	6.808888359	 26,329 	239.8597927	0.677095244	9.204102694	22251.18085	16684.97091	12070.21893	2244.986735	5176.425839	2349.975965
Yamavar Capital	YAMAK	ESD	Industrials	5.95332102	4.716111908	6.333807107	1557.742236	917.586521	939.6468749	23.92276644	 25,245 	736.7860512	-0.046214478	13.67355323	6906.910507	2269.84967	4269.255913	1149.660635	359.9670544	1760.916376
Carvellara GmbH	CARV	ESD	Health Care	1.692923398	4.341102534	5.243270615	#N/A	12333.59605	3961.269294	18.39587118	 40,731 	172.4775502	-0.586732863	8.207714861	32843.23352	141235.5321	111882.8154	5957.202722	7315.702626	9809.675945
Oxendor AG	OXENG	ESD	Industrials	-0.014695317	0.157717939	0.09334556	2639.513771	1811.424953	1723.109791	3.806446407	 102,785 	65.74691027	2.293032516	39.2462818	3385.150232	5839.661632	4414.515552	3713.343633	4086.458991	3221.767782
Aurea SA	AURE	ESD	Financials	0.086008721	0.13525149	0.07000343	#N/A	#N/A	#N/A	1.494873302	 30,443 	91.90738505	1.61062268	#N/A	7907.745417	4027.568346	2447.324675	#N/A	#N/A	#N/A
Norcrestara Atlas PLC	NORC	ESD	Information Technology	2.877600978	5.612639941	7.470611707	15341.35031	4837.671403	21795.56679	7.748246924	 310,634 	363.5848893	0.284559169	14.71261641	73447.41029	30707.22952	90556.19291	18503.88202	32681.81952	54125.93623
Hanseidus Systems	HANSI	ESD	Financials	1.851197907	2.367675285	2.733791475	3209.743685	4968.076537	6841.453934	8.79601802	 169,721 	283.0010623	0.175235521	24.05651263	6356.245308	7763.117836	6999.10695	23853.84619	13892.71949	14372.97022
Stradalos Group	STRAE	ESD	Health Care	0	0	0	1203.72022	1844.872159	1570.430287	15.27546182	 32,184 	427.8339342	1.798332334	17.19886968	4973.976383	5550.423291	3621.327904	537.4444827	1221.11534	29.6453167
Celesonon Partners	CELES	ESD	Industrials	1.463587291	2.215027677	0.428538568	911.0062743	1340.972623	812.2546878	5.826037821	 18,605 	177.7441206	-0.121199261	17.47625683	2554.902421	4548.868526	2577.115966	958.9411526	949.801029	335.2823632
Qinghai Lotus Systems	QINGC	ESD	Materials	2.047342418	2.124692239	2.971145288	278.2227589	2070.297527	1163.698547	4.775751701	 20,077 	76.58547694	0.185846781	8.746289843	10532.83903	19269.61113	7439.397503	13095.91309	13120.63367	13584.74108
Auralia Capital	AURAJ	ESD	Health Care	0	0	0	233.1419342	387.9921513	731.1895373	3.011767678	 17,347 	24.06164997	0.262652314	10.10870349	2925.491166	4397.230595	3037.184476	-2516.076973	-2204.239601	-2029.978244
Nipponzhou Industries	NIPPL	ESD	Information Technology	0	0.332719327	-0.082712697	15435.31973	7413.999676	16658.97272	0.398357763	 152,543 	28.87754623	2.164066215	11.9256746	22814.52342	28536.21668	41097.47514	38810.02862	28573.27871	12419.07156
Hanriverrong Axis Labs	HANRA	ESD	Information Technology	3.961180753	2.905084544	2.993854005	10100.48154	4194.027019	3562.912097	15.61757435	 175,881 	334.8564713	3.487790441	4.366535683	19546.31186	5789.736923	7126.616535	2289.272118	4589.894138	1341.934204
Solvent Vector AG	SOLVM	ESD	Real Estate	1.566722159	0.774500632	1.109463733	2314.980738	1312.064646	1257.077854	0.910448045	 16,994 	57.27816819	-0.291192092	11.54074452	4027.040026	2451.338064	2930.835709	4715.5805	6951.575196	3177.834705
Danvikis Nova Partners	DANVP	ESD	Materials	2.471395646	1.994673071	1.956175982	1195.985063	2323.323012	3023.017032	0.303978996	 20,407 	26.43337625	-0.109903843	12.35158837	33049.69511	25573.0675	26035.87479	6879.842244	4173.077032	5515.073317
SapphRiver Axis Co	SAPP	ESD	Health Care	0	0	0	3016.714132	1389.694227	1527.730444	11.07886386	 19,346 	214.508677	2.435732372	15.14436471	20639.25532	12987.78476	3066.176854	15031.23739	5990.034956	10358.57904
Koryorim Holdings	KORYI	ESD	Real Estate	4.849485351	1.884823909	3.871032494	1739.592603	2949.339462	3609.897595	3.729754792	 27,562 	89.21148612	0.905589973	14.78764409	5815.959017	1643.057009	6899.717189	6790.530712	13604.713	10687.64889
Valdoron Holdings	VALDY	ESD	Industrials	0.109391394	0.027467063	0.044787217	1062.947342	2455.353631	772.9014704	2.652682377	 19,041 	41.34021595	1.117975384	7.233462052	9681.849133	8178.712342	5850.612353	1658.666769	359.3552553	2179.438163
Luminexos Crest Industries	LUMII	ESD	Health Care	0	0	0	#N/A	2850.100993	4067.045629	8.343863612	 202,385 	-16.53836543	-0.408761859	34.02478823	6461.370654	4599.627216	2272.284948	-6054.721652	-4082.140717	-2242.314574
Veltrum AG	VELTI	ESD	Information Technology	0	0	0	1852.313292	-140.048799	1541.275515	9.75327939	 21,126 	280.7728166	-0.002737897	12.24676974	8893.406174	4673.347082	4727.615518	420.5160021	1698.160986	2649.182468
Indorita Industries	INDOQ	ESD	Industrials	4.723671656	5.843011364	4.633050332	6786.818799	3710.89286	6669.674618	7.981707633	 94,116 	266.2747244	1.442115375	11.33089892	21086.22355	24020.65743	11697.20849	8905.351198	7644.693551	8544.127764
Takahiro Solutions	TAKAZ	ESD	Financials	1.308967701	1.026077603	0.682809618	1251.663996	1501.662922	2718.930504	0.78180169	 14,214 	16.53858751	-0.42156546	12.86630554	5419.21667	7364.944124	4563.928725	1852.615146	1632.543059	2403.251259
Gangelong Holdings	GANGW	ESD	Industrials	2.719889597	2.068109017	1.305081637	1254.428381	1482.514495	2829.31971	6.809968762	 17,109 	318.3806001	3.100371274	14.66999908	16775.49335	16361.64382	16813.26788	1280.90008	2027.910267	654.3797634
Silveroakia Systems	SILVZ	ESD	Information Technology	0.212908871	0.372792437	0.493015993	2880.118695	1939.78163	2847.921819	16.12960759	 37,602 	301.2525282	2.056219861	8.584282767	30172.42273	39025.99559	40857.07618	685.993789	1393.222817	1494.225006
Loxhavex Group	LOXHH	ESD	Industrials	1.883683001	1.527408998	1.818792876	3417.503737	4198.164962	5167.947041	2.786581721	 123,195 	61.81236695	-0.13415356	12.73085842	12956.28577	42663.22273	14460.4668	6955.824901	2873.297573	9206.911019
Velorent Holdings	VELOM	ESD	Financials	2.922124393	2.028706862	1.608352141	1200.404867	297.100818	882.2982552	10.45407889	 13,206 	244.3413861	0.381473248	18.63137765	1777.634707	1426.509396	4114.21029	161.8364357	117.1874582	53.49257375
Bharatira Systems	BHARS	ESD	Health Care	7.605750421	5.431534866	3.650974336	#N/A	36031.99899	22121.88078	8.714513531	 640,547 	87.17981508	-0.37659754	17.84186876	29500.11172	113883.327	82986.2747	7465.24785	6331.837713	6600.372048
Novasix AG	NOVAO	ESD	Financials	11.48139255	5.672075431	4.81048933	#N/A	#N/A	#N/A	27.16715642	 978,556 	83.35970818	2.226790449	#N/A	137997.5628	151254.2955	16035.91432	#N/A	#N/A	#N/A
Danforthia Ltd	DANFL	ESD	Industrials	1.606277146	1.473177828	0.779849789	784.1465081	1560.487073	855.8368984	11.7398931	 18,822 	213.2741629	0.626032766	20.65759579	7920.690199	19330.33181	21269.25062	539.3455128	1480.262606	1480.848727
Ryujsheng Silk Global	RYUJJ	ESD	Consumer Staples	0.93494675	0.774503093	0.893253304	5302.933471	3385.167655	4070.852332	2.555285356	 33,054 	13.20991136	-0.068669919	6.544010062	12228.40841	29378.85512	9784.584412	8702.784016	13265.57295	17882.21756
Helvon Systems	HELVK	ESD	Information Technology	0	0	0	1457.159972	823.7207769	2202.430195	11.96825012	 48,491 	242.2492938	1.066200177	27.52420581	4914.295647	2093.197412	5893.016844	2.391684853	-1033.800581	-147.4081697
TaeyangTokyo Corp	TAEYH	ESD	Financials	0.464604867	0.622712391	0.949183424	#N/A	#N/A	#N/A	1.788026712	 11,739 	29.01219166	1.594125866	#N/A	7676.122605	10847.54361	3424.381645	#N/A	#N/A	#N/A
Ardenhallon GmbH	ARDEH	ESD	Consumer Staples	1.525543283	1.21956789	2.38580557	6666.610544	5417.39395	6245.744352	2.294751481	 26,614 	14.88805304	0.821569363	9.63029111	36546.13862	22734.72053	20052.25089	26244.45103	25606.98124	19387.71204
Montarisos Ltd	MONTV	ESD	Real Estate	1.101341095	1.194635432	1.205577399	1417.446091	2134.524489	1630.585296	0.703105308	 17,259 	2.565421486	3.666784673	17.38373738	140.9726805	1282.181656	1145.988976	4993.064125	10169.41159	8589.522217
Castellex Systems	CASTB	ESD	Financials	0.442007284	1.082516751	0.578794049	6162.726976	5350.968814	-281.5801441	4.608092239	 154,185 	101.1765615	1.396417323	40.8009085	9844.172192	5265.092369	7086.041158	6221.909261	28505.01569	-575.8081236
Oxmoneus Polaris Industries	OXMOX	ESD	Information Technology	13.37540188	1.427398461	5.769208316	13031.91643	4051.590269	5286.917864	31.26301368	 216,354 	985.7946398	3.153409651	34.08720874	12545.67038	6944.134277	8100.285909	1574.154599	3209.081564	5493.623434
Castellent Capital	CASTL	ESD	Consumer Staples	5.99254249	2.555594912	4.519270441	4935.052751	5544.673562	4640.572801	7.007540927	 13,879 	108.6898396	-0.581286316	1.703058551	38810.91174	18631.34805	21424.75496	5898.71732	5367.871816	6155.287269
Oxmonea Group	OXMOI	ESD	Energy	1.633632695	1.153529415	0.570583659	11778.60032	6840.649042	6449.531259	1.993051923	 73,259 	34.55844013	0.93605766	5.290448269	14277.89555	18985.55023	20987.58317	36960.12652	5631.122576	33646.67073
Baoshkong Corp	BAOSB	ESD	Consumer Staples	2.163396551	1.764794042	0.821250686	4523.0439	14253.61673	16103.45863	3.96088749	 151,485 	92.97570712	0.182578258	32.93738324	34119.39946	58696.53281	44892.58652	13612.59199	7902.276131	35696.16422
Nordis Industries	NORDH	ESD	Consumer Staples	1.345209237	1.002892894	0.715360324	7469.9286	5991.997724	11612.45964	7.928067285	 29,377 	9.472530159	0.3049189	7.642325185	114296.3651	198775.0844	173989.5993	18368.96625	12285.25763	5057.87797
Ashokajing Lotus Industries	ASHOU	ESD	Consumer Staples	0.678401679	0.410047408	0	3600.384024	2792.426867	2461.169279	1.219127494	 47,705 	17.46522618	#N/A	14.72157477	9468.321975	19681.26309	#N/A	11013.35684	-1295.825567	#N/A
Neojuna Co	NEOJ	ESD	Industrials	2.095976238	0.914952651	2.458574586	4478.185563	2619.29451	1586.605747	0.616628267	 7,471 	230.9710065	0.318149281	-4.549244393	16619.61943	16247.4411	18203.39816	5186.289479	4789.563235	4102.228127
Marcellon GmbH	MARCC	ESD	Consumer Discretionary	2.600158666	2.074032112	1.659694494	#N/A	5079.831938	6117.646569	6.551027416	 27,249 	88.49744612	0.781332961	14.05086181	61059.59467	25849.53876	12016.21465	-1208.997963	-2459.273451	337.0279659
Yamakari Prime Technologies	YAMAS	ESD	Health Care	1.961208598	3.350139373	1.237854017	2350.919921	1232.004966	3074.634924	22.05144535	 7,191 	379.1886486	1.184307498	10.70112051	16279.06533	8332.835287	6051.646506	7089.88958	6750.692789	3475.917669
Hanriverryo Co	HANRW	ESD	Industrials	3.40870505	5.210582403	4.447565474	3226.666211	3409.25359	5787.288322	7.928701437	 75,210 	217.0029204	1.405578885	20.67234999	1259.556505	25508.98934	14739.17219	9810.134104	5584.936301	9777.722661
Solvex Ltd	SOLVL	ESD	Industrials	5.914745307	0.56696108	2.857894231	1275.98606	1221.993711	686.7248674	14.69202002	 17,520 	463.7119926	1.938687592	15.55204695	3429.769263	5342.39425	4298.736356	786.4407169	1723.898507	1696.16709
Daeara Industries	DAEA	ESD	Materials	5.058383954	5.686806823	4.005081518	9753.043215	6277.527306	8303.875311	20.6748174	 155,593 	349.9028135	-0.648185707	16.6183676	46470.67428	18869.42092	30408.52381	6050.332511	8836.366346	16865.49766
Lotuska Global	LOTUY	ESD	Industrials	7.86745652	13.29480513	5.929821229	5632.564677	10095.18976	6040.389192	22.47888091	 187,018 	451.4160567	-0.200848916	9.118890018	125579.9628	114997.3209	53794.74696	11486.14876	10413.61806	7443.39114
Vedantahiro Nova Co	VEDAB	ESD	Utilities	0.692393092	2.135345195	1.556362971	534.5094529	3186.088653	2163.477492	2.29501554	 22,288 	58.49074741	-0.017922649	#N/A	4334.723499	7657.856238	2869.033336	5626.156681	8929.210794	4762.932108
Carvello Holdings	CARVD	ESD	Consumer Discretionary	7.075685871	5.361537507	4.394084051	11081.40326	12048.80491	10526.65548	13.94505218	 197,258 	321.1787402	0.16051553	10.37351509	83196.04798	94553.91511	127153.1546	33192.49477	60401.04689	12432.42497
Oxenor Systems	OXENR	ESD	Information Technology	0.978995769	0.171601277	1.187347502	4203.714942	-265.4787625	5752.14998	3.539617594	 375,980 	195.8453987	5.137529411	31.59312519	11397.3998	17068.86226	16027.24855	-845.030503	-151.7849903	1202.981097
Luminexon Ltd	LUMIN	ESD	Consumer Discretionary	0	0	0	1386.083723	3541.675297	2707.846219	11.64717771	 12,485 	228.0030323	1.181336791	7.716948698	9284.816538	9646.517926	8347.693134	-1890.779378	-1397.923348	-1632.886438
Veltror Systems	VELTU	ESD	Financials	0.219089166	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	 36,712 	106.313566	1.182215395	#N/A	25698.65337	22729.16062	6376.010781	#N/A	#N/A	#N/A
Mekongges Systems	MEKOX	ESD	Industrials	0.383719519	0.371624921	0.081204289	2974.747934	2612.421253	2295.227667	1.331906295	 33,320 	42.53643419	-1.043422913	14.01448048	37203.2411	10317.61351	10452.64679	-2950.455789	-4570.334684	-5351.800611
Yamarae Axis Corp	YAMAD	ESD	Consumer Discretionary	0.566452596	0.45328686	0	6164.498487	3378.99705	519.7331046	2.763299595	 56,356 	38.3861162	0.39397622	8.701519138	19943.76537	5284.149327	3402.297529	6744.532516	8064.684305	13855.5685
Ardenon Bridge Systems	ARDEA	ESD	Consumer Staples	1.479057147	0.576193257	0.576398936	1871.460308	843.8123421	692.0145434	1.196827297	 5,947 	45.9221589	-0.171837296	11.39236057	3673.908908	6467.938053	183.1586075	2449.258384	2830.475582	2439.08765
Montelon SA	MONTD	ESD	Materials	2.774517826	7.395993102	7.865233043	3934.65677	5882.028179	5522.136056	1.542836847	 8,327 	72.87506505	1.031829515	9.447978462	39301.21964	37634.38017	33392.5974	11549.48954	5525.687458	7975.575914
Ayushpon Co	AYUSH	ESD	Communication Services	0	0	0	1355.474085	2788.131563	1265.953216	-0.047188008	 34,421 	120.4248636	1.203794457	35.22548912	29046.33637	20606.12299	5410.238042	1890.048318	1593.520018	1146.350828
Nordaviaex PLC	NORDI	ESD	Real Estate	3.322388673	3.947192982	7.209301193	1076.601022	1898.495234	318.9515946	4.74582883	 15,383 	231.7367367	1.069757179	17.20426584	1441.830904	1228.267419	1272.941477	5339.591177	3095.159838	3538.959137
Jinjuna Group	JINJM	ESD	Consumer Discretionary	1.204566499	2.337878779	0.955575416	-146.6347849	3659.161834	4268.154294	7.42272603	 131,382 	430.1811593	1.240416523	33.79459435	26123.37331	40122.64967	16412.26832	8830.537592	10838.5356	995.3750427
Tiankwang Capital	TIANZ	ESD	Industrials	1.644630961	1.412974926	1.006783627	1940.032501	2100.80694	1170.472468	3.941177317	 11,818 	20.92162503	1.643252692	11.94896515	8018.695092	8958.868609	671.6799029	1713.605636	2993.166296	2790.458187
Jinlong Capital	JINL	ESD	Financials	4.282141421	2.012343648	1.146704711	20784.78682	22372.43987	15128.0586	10.31937923	 463,144 	985.0518193	0.764009067	36.84260186	24849.95395	24364.84631	17992.92705	8673.460952	4160.684074	2845.478635
Tianman Holdings	TIANC	ESD	Consumer Discretionary	-0.404883224	6.112067158	4.660297231	10813.85386	10952.57095	15906.58853	16.30533218	 183,095 	377.9827637	0.401076761	17.36388859	35011.47305	19269.87752	22053.57921	11506.6941	42743.38112	41599.56931
Castellor Industries	CASTS	ESD	Information Technology	0.54128605	2.849583016	1.739371648	253.1160828	5898.249742	4616.457237	0.335633938	 39,497 	98.12665269	6.10133418	27.51821435	7458.484859	8782.507518	8771.573437	1571.82339	4076.141312	7056.841745
Oxmonia PLC	OXMOP	ESD	Health Care	2.24381291	3.44558654	1.278223462	4119.994342	3810.284024	5297.673162	26.94438095	 83,555 	861.1181633	-1.278576997	21.70050538	386398.9576	272313.544	64320.52616	870.2257164	1580.023174	4379.041491
Hanvar Corp	HANV	ESD	Financials	2.874785911	1.764240527	2.748986041	5494.983704	3332.630373	3788.096898	14.19516383	 92,859 	550.8939455	-0.057461848	19.50402884	8103.377803	7863.574847	5328.426295	6157.841747	7642.2775	2117.159315
SuzhouRiver Labs	SUZH	ESD	Consumer Staples	0.727347643	2.419804051	1.557192081	6129.049791	5597.037002	6104.497852	3.150537462	 108,124 	29.41885737	0.393006261	10.64735155	40636.46074	23490.06305	29174.53741	6663.108499	19088.98698	18240.76406
Bellatea Industries	BELL	ESD	Health Care	3.82950573	2.477972477	4.638837407	9497.633374	8097.877303	7461.855515	6.745989111	 112,400 	133.6220162	1.543846889	18.71590998	26737.24088	55363.54855	22441.66559	12722.55882	12399.77721	13664.35228
Norlindia Ltd	NORLW	ESD	Communication Services	2.984579834	0	0	163573.0805	107113.2001	55549.07709	48.29161714	 2,181,221 	527.2308936	3.593467728	2.679980314	138942.7926	119254.462	78889.6092	-77889.08535	-13246.47505	-98066.51656
Hanmoto Technologies	HANM	ESD	Financials	2.261092274	2.126354961	3.134123721	#N/A	2794.141113	7396.8701	7.432134734	 22,921 	58.7569467	0.853844034	#N/A	73779.07024	-3549.440396	72938.9619	230.9266856	95.42205559	1538.936683
Solentent Prime Holdings	SOLEW	ESD	Consumer Discretionary	0	0.001252335	0.008137523	921.6592798	6400.038108	2838.563454	2.220671026	 9,663 	29.23575303	0.996028797	20.33351018	21362.81529	11285.84268	9710.891971	2738.246138	8982.250759	11657.40046
EasternNova Nova Labs	EASTH	ESD	Consumer Staples	1.206316502	0.329209024	1.785042213	1337.66531	1311.393938	794.091598	3.952509569	 26,926 	49.04403423	2.204047996	19.20091036	5352.934112	8824.018042	8834.703029	5017.529952	2758.191632	5479.44979
Seortek Systems	SEORF	ESD	Materials	1.647295055	3.071442501	3.227840544	2719.914705	2985.814406	2368.176338	29.5575115	 24,813 	668.7676199	0.382902358	12.6882903	4872.451821	1871.93975	3938.379698	1744.072507	4148.705087	4217.37529
Aureon Capital	AUREV	ESD	Industrials	3.096014126	5.079782589	4.42078294	#N/A	5215.576537	6888.009651	9.73690164	 118,052 	145.1299471	0.277670625	4.038946028	27594.75148	19265.30527	22336.88085	10497.39371	13053.77458	18958.25633
Norcrestix GmbH	NORCG	ESD	Consumer Staples	0	0	0	2216.218667	1818.786224	1594.675886	2.767953105	 82,378 	66.367787	0.172377418	41.24618775	8331.255714	12918.84825	4586.31746	-3260.087338	-2829.949556	-1103.489894
Daeges Jade Systems	DAEG	ESD	Health Care	0	0	0	#N/A	1088.840905	2178.622626	14.42547243	 12,144 	66.47970861	-0.048999223	5.7291362	23126.18837	30017.24913	31153.89346	-4287.673234	-2958.604038	-1714.322228
Rheonos Vertex Ltd	RHEOW	ESD	Materials	1.085028038	1.2457668	0.337591811	1733.242361	3756.762151	5481.960826	1.157805626	 10,266 	38.89048242	0.65311459	10.23952521	12896.59813	37064.38178	15404.99633	5205.602924	1587.641296	2208.195373
LianEast Nova Global	LIAN	ESD	Consumer Staples	2.653341385	4.898675771	2.726936501	15498.17827	7210.099797	12235.83127	7.684880061	 108,673 	58.92114552	-0.224740391	6.01819936	29169.18376	20113.72887	21421.39638	20000.13046	22282.81927	23190.54412
Valmoreus Partners	VALMV	ESD	Energy	4.300552144	3.306798591	3.623945832	11799.6999	8726.212181	14861.87283	16.01230662	 67,486 	137.0195786	0.708601414	8.026857529	151015.8635	168054.0985	115585.6286	22682.87821	13906.31044	11285.99626
Koryozhong Co	KORYA	ESD	Information Technology	6.200785729	3.789599447	3.740101756	387.6721716	1019.662357	463.5867536	19.92821972	 40,973 	816.9445031	10.67189261	32.35598861	1772.846092	738.4928379	1102.655889	-172.2231845	-111.1799855	-173.8604312
Valeronent Ltd	VALEM	USD	Health Care	1.34347317	4.699535939	3.24233	18957.90901	9694.630747	20318.18878	10.11438038	 446,615 	134.5532578	-0.042778049	11.47226816	70786.20683	45414.80847	34342.13372	14448.64401	24694.6003	18902.35656
Ardenhallova PLC	ARDEJ	ESD	Health Care	0	0	0	-3790.069142	-7386.27901	19946.49497	-3.111970337	 31,868 	71.63833741	2.049046889	#N/A	11227.392	31916.25638	20113.61087	-8777.998164	-4308.42826	-13310.16659
Montela SA	MONTS	ESD	Financials	4.441388456	2.378099301	2.091193455	7658.382059	6409.485168	8123.483316	7.402814213	 116,892 	102.5286066	0.281804489	9.757541707	11981.94054	22208.96983	27003.41294	8990.834862	11933.78608	9397.838028
Celesonor Bridge Capital	CELEL	ESD	Financials	8.719083318	6.884125	7.146290086	1088.187267	2709.625295	1744.64034	11.53898265	 16,254 	174.3354925	0.874552377	18.88067025	396.8155874	3347.320936	2470.721536	2731.568048	4756.336552	2121.533336
Qingkari Co	QINGU	ESD	Information Technology	2.79657554	4.039834176	3.19155119	190405.0277	118663.452	88299.35287	20.04641649	 3,393,300 	454.1689466	0.9868259	1.723827458	334934.3894	248515.8147	117954.7983	-11652.98916	-66806.49019	-60311.47687
Marcellis GmbH	MARCR	ESD	Information Technology	3.193999639	1.799863596	3.834982966	2123.337241	980.5440861	2733.175233	18.40815013	 67,856 	768.0880173	0.880064322	20.83411661	11181.95065	3546.519095	2049.219616	2700.224338	1949.835095	4938.771566
Wenzhou Dynamics	WENZ	ESD	Financials	3.716760179	4.006250327	3.75273311	#N/A	#N/A	#N/A	13.72416548	 505,602 	232.3706234	0.829829307	#N/A	30568.52381	35829.98858	54838.51869	#N/A	#N/A	#N/A
Helvanteus PLC	HELVN	ESD	Financials	6.70373897	1.378239545	3.511157124	#N/A	#N/A	#N/A	7.127632907	 16,483 	291.1079999	0.652365985	#N/A	6568.335601	9614.145536	10051.96024	#N/A	#N/A	#N/A
Suzhoujuna Axis Labs	SUZHU	ESD	Communication Services	0.225352489	0	0	566.9525717	1533.826509	632.8386005	3.134393867	 13,310 	33.02898505	3.109886285	8.702312524	3634.065655	280.9879123	1805.531915	2312.627482	3810.709698	2614.429243
Induszuna Co	INDUC	ESD	Health Care	0	0	0	2056.722239	544.6212438	561.1563666	61.62972094	 15,698 	561.8540178	1.82923195	25.00118315	4147.154143	1014.223767	2546.752077	1886.110202	2199.679844	1989.456905
Tianhua Technologies	TIAND	ESD	Information Technology	0.439711797	0.54281619	0.370579836	31027.5196	2637.490339	2983.507401	32.25359184	 521,738 	140.2103484	7.867636212	7.408669197	11888.35884	3628.663411	16728.28965	4495.482847	3507.024342	-824.4637911
Aureor Partners	AUREC	ESD	Consumer Discretionary	0	0	0	2853.843656	672.8035338	-465.0861996	3.392639901	 12,877 	9.162139199	0.480738535	7.792220312	10090.71698	7547.602396	387.5281777	11732.66072	21747.90305	7612.897536
Norcrestix Holdings	NORCT	ESD	Financials	0.066611348	0.443245966	0.407722205	2001.88042	2259.11971	2041.092751	6.464289929	 49,691 	42.42008409	0.257963866	6.978080197	5624.342065	5220.739557	4347.294834	7180.090404	3472.400822	5436.626639
Kronweus Capital	KRONQ	ESD	Industrials	5.060712319	5.562506394	1.946565681	1429.254892	879.2646696	625.5014609	19.20319821	 5,843 	128.4789218	3.237869565	23.61112759	892.9277838	1852.081342	2757.138167	2701.411738	150.167661	437.9538748
Valeronix PLC	VALEL	ESD	Utilities	3.010820347	2.478352492	1.174852421	17847.79535	17430.09568	10980.89154	2.806215084	 195,409 	56.95710677	0.668957545	13.32118221	33344.67094	21494.15771	20587.22737	51660.1246	58617.59834	103141.1734
